Scientific Name,Common Name,Species Type,IUCN Red List Category,Reason For Change,Year
Zosterops leucophaeus,Principe Speirops,Bird,LC,N,2019‐3
Amerotyphlops amoipira,,Reptile,LC,N,2019‐2
Anolis megalopithecus,Ruida's Anole,Reptile,LC,N,2019‐2
Antillotyphlops monensis,Mona Blind Snake,Reptile,LC,N,2019‐3
Apostolepis phillipsae,,Reptile,VU,N,2019‐3
Apostolepis polylepis,,Reptile,LC,N,2019‐2
Bachia trisanale,Stacy's Bachia,Reptile,LC,N,2019‐2
Batagur dhongoka,Three‐striped Roofed Turtle,Reptile,CR,G,2019‐1
Batagur trivittata,Burmese Roofed Turtle,Reptile,CR,N,2019‐1
Bitis schneideri,Namaqua Dwarf Adder,Reptile,LC,N,2019‐3
Bothrocophias myersi,Chocoan Toadheaded Pitviper,Reptile,NT,N,2019‐2
Bothrops lojanus,Lojan Lancehead,Reptile,VU,N,2019‐2
Calotes medogensis,,Reptile,LC,N,2019‐3
Calyptommatus confusionibus,,Reptile,LC,N,2019‐1
Celestus scansorius,,Reptile,EN,N,2019‐3
Cordylus meculae,Mecula Girdled Lizard,Reptile,LC,N,2019‐3
Cyclura cornuta,Hispaniolan Rhinoceros Iguana,Reptile,EN,G,2019‐2
Cyclura ricordii,Ricord's Rock Iguana,Reptile,EN,N,2019‐2
Cyrtodactylus wayakonei,,Reptile,NT,N,2019‐3
Dibamus bourreti,Bourret's Blind Skink,Reptile,LC,N,2019‐3
Epictia rufidorsa,Rose Blind Snake,Reptile,DD,N,2019‐3
Erythrolamprus atraventer,Dixon's Ground Snake,Reptile,LC,N,2019‐2
Eurolophosaurus nanuzae,Rodrigues' Lava Lizard,Reptile,LC,N,2019‐1
Geoclemys hamiltonii,Spotted Pond Turtle,Reptile,EN,G,2019‐1
Hoplodactylus duvaucelii,Duvaucel's Gecko,Reptile,NT,N,2019‐2
Indotestudo elongata,Elongated Tortoise,Reptile,CR,N,2019‐1
Liolaemus gravenhorstii,,Reptile,EN,N,2019‐3
Liolaemus vallecurensis,,Reptile,NT,G,2019‐3
Lygophis vanzolinii,Vanzolini's Ground Snake,Reptile,NT,N,2019‐3
Lygosoma anguinum,,Reptile,LC,N,2019‐2
Malaclemys terrapin,Diamondback Terrapin,Reptile,VU,G,2019‐1
Malacochersus tornieri,Pancake Tortoise,Reptile,CR,G,2019‐1
Manouria emys,Asian Giant Tortoise,Reptile,CR,N,2019‐1
Mokopirirakau kahutarae,Black‐eyed Gecko,Reptile,VU,N,2019‐2
Naultinus gemmeus,Jewelled Gecko,Reptile,EN,N,2019‐2
Naultinus manukanus,Marlborough Green Gecko,Reptile,EN,N,2019‐2
Naultinus rudis,Rough Gecko,Reptile,EN,N,2019‐2
Oligosoma grande,Grand Skink,Reptile,EN,N,2019‐2
Oligosoma homalonotum,Chevron Skink,Reptile,EN,N,2019‐2
Oligosoma microlepis,Small‐scaled Skink,Reptile,EN,N,2019‐2
Oligosoma waimatense,Scree Skink,Reptile,EN,N,2019‐2
Oligosoma whitakeri,Whitaker's New Zealand Skink,Reptile,EN,N,2019‐2
Ptychoglossus bicolor,Werner's Largescale Lizard,Reptile,LC,N,2019‐3
Rhampholeon gorongosae,Mount Gorongosa Pygmy Chameleon,Reptile,EN,G,2019‐3
Rhampholeon tilburyi,Mount Namuli Pygmy Chameleon,Reptile,EN,N,2019‐3
Sauromalus hispidus,Spiny Chuckwalla,Reptile,EN,G,2019‐2
Scincella monticola,Mountainous Dwarf Skink,Reptile,LC,N,2019‐2
Sphaerodactylus callocricus,Callous Least Gecko,Reptile,CR,N,2019‐2
Sphenomorphus cyanolaemus,Blue‐headed Forest Skink,Reptile,LC,N,2019‐3
Sphenomorphus microtympanus,,Reptile,LC,N,2019‐2
Stenocercus fimbriatus,Western Leaf Lizard,Reptile,LC,N,2019‐3
Tachymenis chilensis,Chilean Slender Snake,Reptile,NT,N,2019‐3
Taeniophallus nebularis,,Reptile,CR,N,2019‐3
Tetradactylus breyeri,Breyer's Long‐tailed Seps,Reptile,NT,N,2019‐3
Toropuku stephensi,Stephen's Island Gecko,Reptile,EN,N,2019‐2
Tukutuku rakiurae,Harlequin Gecko,Reptile,EN,N,2019‐2
Woodworthia chrysosiretica,Goldstripe Gecko,Reptile,NT,N,2019‐2
Afrixalus vibekensis,Nimba Banana Frog,Amphibian,LC,N,2019‐1
Agalychnis psilopygion,,Amphibian,LC,N,2019‐3
Allobates cepedai,,Amphibian,VU,N,2019‐3
Allobates juanii,,Amphibian,EN,N,2019‐3
Allobates picachos,,Amphibian,EN,N,2019‐3
Allobates ranoides,Llanos Rocket Frog,Amphibian,CR,N,2019‐3
Alsodes hugoi,,Amphibian,VU,N,2019‐2
Alsodes igneus,,Amphibian,VU,N,2019‐2
Alsodes vanzolinii,Vanzolini's Spiny‐chest Frog,Amphibian,EN,N,2019‐1
Alsodes verrucosus,Olive Spiny‐chest Frog,Amphibian,EN,N,2019‐1
Ameerega andina,La Planada Poison Frog,Amphibian,CR,N,2019‐1
Amnirana asperrima,Nkongsamba Frog,Amphibian,VU,N,2019‐1
Amnirana occidentalis,Ivory Coast Frog,Amphibian,LC,N,2019‐1
Anomaloglossus beebei,Beebe's Rocket Frog,Amphibian,EN,N,2019‐1
Anomaloglossus degranvillei,Degranville's Rocket Frog,Amphibian,CR,G,2019‐1
